uid,region,cluster,band,weeknum,Cell_Avaiability,Attach_Setup_Success_Rate,RRC_Setup_Success_Rate,eRAB_Setup_Success_Rate_nGBR,VoLTE_Setup_Success_Rate_GBR,Call_Drop_Rate_eRAB_nGBR,VoLTE_Call_Drop_Rate_eRAB_GBR,HOSR_Intra_Frequency,HOSR_Inter_Frequency,X2_Handover_Out_Success_Rate,X2_Handover_In_Success_Rate,S1_Handover_Out_Success_Rate,S1_Handover_In_Success_Rate,DL_BLER,UL_BLER
SABAH-KOTA KINABALU 2-2.6G-24Week 37,SABAH,KOTA KINABALU 2,2.6G,24Week 37,99.8854,99.7502501,99.7997,99.9489,99.7632,0.809,0.4921,100.0062,99.8089,99.6007,99.8218,34.3434,98.2305,0.2123,0.1265
SABAH-SANDAKAN 2-2.6G-24Week 37,SABAH,SANDAKAN 2,2.6G,24Week 37,99.5954,99.82953991,99.8611,99.9634,99.7171,0.9728,0.3158,99.7936,99.7962,99.6584,99.633,99.1648,99.0374,0.2672,0.1279
SABAH-SANDAKAN 1-2.6G-24Week 37,SABAH,SANDAKAN 1,2.6G,24Week 37,99.8978,99.78935638,99.8398,99.9416,99.8652,0.7082,0.0982,99.6991,99.8089,99.6617,99.6042,,98.6863,0.3349,0.1745
SABAH-LAHAD DATU-2.6G-24Week 37,SABAH,LAHAD DATU,2.6G,24Week 37,99.8601,99.87465171,99.9063,99.9754,99.8458,0.8893,0.1937,99.7364,99.7514,99.7262,99.6449,42.8571,99.2148,0.2984,0.092
SABAH-TAWAU-2.6G-24Week 37,SABAH,TAWAU,2.6G,24Week 37,99.8883,99.92480221,99.8686,100.0561,99.7257,0.7194,0.5097,99.4904,100.3484,99.5911,99.9783,0.7663,98.0183,0.6553,0.1959
SABAH-LABUAN TOWN-2.6G-24Week 37,SABAH,LABUAN TOWN,2.6G,24Week 37,99.9924,99.80616649,99.8489,99.9492,99.7089,0.6609,0.1297,95.6266,93.8939,84.4037,94.5023,96.8381,90.7415,0.2106,0.1422
SABAH-SANDAKAN 3 (INCLUDE AIRPORT)-2.6G-24Week 37,SABAH,SANDAKAN 3 (INCLUDE AIRPORT),2.6G,24Week 37,99.8621,99.71671873,99.7881,99.9124,99.8007,1.0221,0.22,99.6083,99.7214,99.6193,99.3439,99.5541,99.3026,0.3,0.1596
SABAH-KENINGAU (UNCHANGED)-2.6G-24Week 37,SABAH,KENINGAU (UNCHANGED),2.6G,24Week 37,99.6919,99.89048038,99.9149,99.9781,99.8857,0.5958,0.1553,99.7342,99.6712,100.7201,99.6437,11.6667,97.2762,0.3073,0.1619
SABAH-MENUMBUK(FERRY TO LABUAN)-2.6G-24Week 37,SABAH,MENUMBUK(FERRY TO LABUAN),2.6G,24Week 37,99.9988,99.91104053,99.9354,99.9717,100,1.1447,0,99.0638,99.9088,98.5958,99.3068,85.7143,99.3215,0.1713,0.3522
SABAH-MENUMBUK TO BEAUFORT-2.6G-24Week 37,SABAH,MENUMBUK TO BEAUFORT,2.6G,24Week 37,99.5465,99.60016807,99.7097,99.9592,100,1.6944,0.2867,99.4576,99.888,98.9059,97.7308,82.3529,100,0.2957,0.2059
SABAH-BEUFORT OUTSKIRT-2.6G-24Week 37,SABAH,BEUFORT OUTSKIRT,2.6G,24Week 37,99.7006,99.84288647,99.9041,99.9304,99.631,1.2585,0,99.1116,99.786,98.2939,97.697,100,83.3333,0.2115,0.1858
SABAH-RD2 BEAUFORT TO PAPAR-2.6G-24Week 37,SABAH,RD2 BEAUFORT TO PAPAR,2.6G,24Week 37,99.6369,99.77346291,99.8459,99.9461,100,1.6185,0.1407,99.0169,98.8983,99.9376,98.0368,7.7114,98.4638,0.2239,0.1817
SABAH-BEAUFORT-2.6G-24Week 37,SABAH,BEAUFORT,2.6G,24Week 37,99.7607,99.92729655,99.9453,99.9779,99.8575,0.6774,0.1836,99.3133,99.8908,99.1969,99.4679,3.6364,90.0588,0.2005,0.1985
SABAH-SINDUMIN-2.6G-24Week 37,SABAH,SINDUMIN,2.6G,24Week 37,99.7699,99.40180901,99.536,99.9884,100,0.6931,0,99.1384,99.8124,98.8136,98.021,5.8824,98.1132,0.0933,0.1228
SABAH-SIPITANG-2.6G-24Week 37,SABAH,SIPITANG,2.6G,24Week 37,99.6289,99.61078376,99.659,99.9462,100,0.7244,1.8212,97.6448,99.605,97.9743,99.2303,99.5523,98.22,0.2355,0.1794
SABAH-MASAPOL-2.6G-24Week 37,SABAH,MASAPOL,2.6G,24Week 37,99.5549,98.9179501,98.9609,99.9471,100,0.6459,0,97.7857,98.4587,89.823,72.87,82.1429,43.75,0.566,0.3738
SABAH-PAPAR-2.6G-24Week 37,SABAH,PAPAR,2.6G,24Week 37,99.9222,99.73106908,99.7879,99.9752,99.8695,0.6639,0.1196,99.6022,99.8038,99.5683,99.2365,32.5,98.5714,0.2278,0.1873
SABAH-PAPAR OUTSKIRT-2.6G-24Week 37,SABAH,PAPAR OUTSKIRT,2.6G,24Week 37,100,99.87364584,99.9119,99.9568,100,0.6389,0,99.6989,99.9587,99.3279,99.3246,,99.0809,0.1139,0.0444
SABAH-RD2 PAPAR TO KK-2.6G-24Week 37,SABAH,RD2 PAPAR TO KK,2.6G,24Week 37,99.3052,95.84782136,95.9463,99.8988,100,0.9702,0,99.7077,99.8837,99.7797,99.5086,99.7763,94.9304,0.6285,0.1115
SABAH-TENOM-2.6G-24Week 37,SABAH,TENOM,2.6G,24Week 37,99.5396,99.8616981,99.8994,99.9668,100,0.9065,0.2823,99.6025,99.8158,101.8369,99.1735,100,100,0.3343,0.2949
SABAH-TUARAN-2.6G-24Week 37,SABAH,TUARAN,2.6G,24Week 37,99.9989,99.6938495,99.7645,99.9212,99.759,0.902,0.44,99.5583,101.033,99.5819,100.8871,100,98.0964,0.298,0.2281
SABAH-KARAMBUNAI-2.6G-24Week 37,SABAH,KARAMBUNAI,2.6G,24Week 37,100,99.47556769,99.8193,99.6398,99.2908,1.8965,1.1173,99.2329,99.806,99.2807,98.8268,,97.3032,0.1761,0.1493
SABAH-RD TUARAN TO KOTA BELUD-2.6G-24Week 37,SABAH,RD TUARAN TO KOTA BELUD,2.6G,24Week 37,99.9906,99.83257099,99.8924,99.9634,99.5146,1.1583,0.431,99.17,99.8788,99.129,98.7939,100,99.5166,0.3001,0.1493
SABAH-RD TUARAN TO RANAU-2.6G-24Week 37,SABAH,RD TUARAN TO RANAU,2.6G,24Week 37,100,99.89652787,99.9231,99.9646,100,0.8676,0,99.8273,99.6204,99.8079,99.7149,,98.7639,0.2461,0.1176
SABAH-TAMPARULI-2.6G-24Week 37,SABAH,TAMPARULI,2.6G,24Week 37,99.8897,99.74875602,99.7827,99.9637,100,0.9276,0,99.8117,99.9773,100,100,,100,0.2991,0.0778
SABAH-RD KENINGAU TO RANAU-2.6G-24Week 37,SABAH,RD KENINGAU TO RANAU,2.6G,24Week 37,99.5142,98.96267905,99.71,99.9355,99.8834,1.4176,0.2552,97.8868,97.4322,95.564,97.096,93.5617,97.0322,0.2983,0.2222
SABAH-KOTA BELUT NORTH-2.6G-24Week 37,SABAH,KOTA BELUT NORTH,2.6G,24Week 37,99.6284,98.88163828,98.9555,99.8924,100,1.721,0,97.2706,99.2743,93.7638,91.4303,,98.7821,0.2011,0.1987
SABAH-KOTA BELUD (INCLUDE AIRPORT)-2.6G-24Week 37,SABAH,KOTA BELUD (INCLUDE AIRPORT),2.6G,24Week 37,99.7496,99.70531052,99.7461,99.9492,99.806,0.9851,0.8137,99.6061,99.8729,99.4361,98.1511,0,98.8892,0.2154,0.1998
SABAH-RD KOTA BEULD TO KUDAT-2.6G-24Week 37,SABAH,RD KOTA BEULD TO KUDAT,2.6G,24Week 37,99.6557,99.32565033,99.4122,99.9243,100,1.8948,0.8785,98.8784,99.6435,98.7535,99.5676,0,98.288,0.2606,0.5672
SABAH-KUDAT-2.6G-24Week 37,SABAH,KUDAT,2.6G,24Week 37,99.4431,98.10420952,98.1324,99.9559,100,0.7622,0,98.0878,99.6899,98.1322,93.5935,40,90.4494,0.1813,0.1416
SABAH-RANAU-2.6G-24Week 37,SABAH,RANAU,2.6G,24Week 37,99.949,99.89537941,99.9191,99.9729,99.8016,0.7061,0.0821,99.5427,99.915,99.5884,99.7462,0,97.2949,0.3153,0.2281
SABAH-KOTA MARUDU-2.6G-24Week 37,SABAH,KOTA MARUDU,2.6G,24Week 37,99.8291,99.7318729,99.7813,99.9398,99.9497,1.6219,0.5223,101.9452,99.6451,100.233,99.4841,0.2105,97.8929,0.3616,0.2067
SABAH-PITAS-2.6G-24Week 37,SABAH,PITAS,2.6G,24Week 37,99.7121,99.55369186,99.651,99.9552,99.904,2.0539,0.4255,98.2852,99.7871,95.0022,96.5607,0.8929,100,0.4778,0.1889
SABAH-TAWAU OUTSKIRT-2.6G-24Week 37,SABAH,TAWAU OUTSKIRT,2.6G,24Week 37,99.8896,99.87804307,100.082,99.7961,99.6364,1.2541,0.6116,99.0128,99.5495,98.7451,98.5832,0,79.1848,0.5315,0.4181
SABAH-RD LAHAD DATU TO SANDAKAN-2.6G-24Week 37,SABAH,RD LAHAD DATU TO SANDAKAN,2.6G,24Week 37,99.8312,99.80178715,99.6148,99.9432,99.9407,1.8141,0.3219,99.7972,100.6733,99.4863,102.018,,92.3853,0.312,0.2385
SABAH-RD RANAU TO SANDAKAN-2.6G-24Week 37,SABAH,RD RANAU TO SANDAKAN,2.6G,24Week 37,99.2876,99.65558641,99.7924,99.9176,100,2.6341,0,99.8149,99.8488,98.8669,97.2585,,97.3837,0.204,0.258
SABAH-BATU PUTIH-2.6G-24Week 37,SABAH,BATU PUTIH,2.6G,24Week 37,99.0663,99.94280978,99.9521,99.9849,100,0.4621,0.3185,99.851,99.983,99.2767,98.9367,,99.0814,0.2174,0.0608
SABAH-RD LAHAD DATU TO SANDAKAN JUNCTION-2.6G-24Week 37,SABAH,RD LAHAD DATU TO SANDAKAN JUNCTION,2.6G,24Week 37,99.7305,99.67770909,99.7376,99.9574,100,1.1673,0,99.7089,99.9238,98.842,97.6501,,,0.1469,0.2276
SABAH-SEMPORNA OUTSKIRT-2.6G-24Week 37,SABAH,SEMPORNA OUTSKIRT,2.6G,24Week 37,99.8403,99.83487913,99.8636,99.9622,99.8916,1.1794,0.2945,99.2947,99.8299,99.2344,100.3464,,94.6398,0.3092,0.1575
SABAH-SEMPORNA-2.6G-24Week 37,SABAH,SEMPORNA,2.6G,24Week 37,99.9969,99.81257559,99.8375,99.9691,99.8692,0.8034,0.0935,99.571,99.8336,99.4138,99.1984,0,97.2008,0.2613,0.1387
SABAH-LABUAN OUTSKIRT-2.6G-24Week 37,SABAH,LABUAN OUTSKIRT,2.6G,24Week 37,99.9831,99.7383014,99.8101,99.9174,99.631,0.5021,0,102.2686,98.5537,97.4596,99.4912,97.9248,97.9582,0.3681,0.1812
SABAH-RD2 MASAPOL TO BEAUFORT-2.6G-24Week 37,SABAH,RD2 MASAPOL TO BEAUFORT,2.6G,24Week 37,99.9933,99.84951584,99.8603,99.9785,100,1.1323,2.2556,99.2322,99.9664,99.2199,99.1464,100,97.6589,0.1715,0.2004
SARAWAK-SRI AMAN-2.6G-24Week 37,SARAWAK,SRI AMAN,2.6G,24Week 37,100,99.90507017,99.9619,99.9426,100,0.2881,0,93.5688,102.5532,94.3587,86.8301,61.5385,53.394,0.3277,0.2291
SARAWAK-KOTA PADAWAN-2.6G-24Week 37,SARAWAK,KOTA PADAWAN,2.6G,24Week 37,98.8537,99.76813615,99.861,99.9059,100,0.9991,2,99.497,99.8752,99.6614,99.447,100,96.0302,0.2707,0.2774
SARAWAK-GEDONG-2.6G-24Week 37,SARAWAK,GEDONG,2.6G,24Week 37,99.7064,82.70506219,94.0427,88.6152,100,8.691,0,35.2941,96.8014,98.8927,96.0405,75.641,100,10.68,3.001
SARAWAK-SIBU NORTH-2.6G-24Week 37,SARAWAK,SIBU NORTH,2.6G,24Week 37,99.9923,99.55323317,99.635,99.88,100,1.289,0,99.4617,99.7839,99.5673,99.4153,78.9474,98.7822,0.3633,0.4053
SARAWAK-SADONG JAYA-2.6G-24Week 37,SARAWAK,SADONG JAYA,2.6G,24Week 37,99.8204,98.5817046,98.9189,99.5704,100,5.141,0,86.1765,90.5776,93.4798,98.5337,41.6935,,0.1662,0.3264
SARAWAK-BAU-2.6G-24Week 37,SARAWAK,BAU,2.6G,24Week 37,99.4395,99.74312604,99.7941,99.9645,100,0.3618,0,100,100,100,0,,98.8636,0.5965,0.32
SARAWAK-NIAH-2.6G-24Week 37,SARAWAK,NIAH,2.6G,24Week 37,99.3976,98.95522102,99.1313,99.7761,100,1.7844,0,98.4962,99.5671,,,100,,1.2822,1.9682
SARAWAK-LAWAS-2.6G-24Week 37,SARAWAK,LAWAS,2.6G,24Week 37,99.4344,98.61970075,98.7086,99.8621,100,1.9646,0,98.9729,99.8402,99.7447,99.5645,62.3188,69.3878,0.3732,0.3809
SARAWAK-KOTA SAMARAHAN-2.6G-24Week 37,SARAWAK,KOTA SAMARAHAN,2.6G,24Week 37,99.7441,99.77161747,99.8205,99.9424,98.8235,0.6537,0,99.2637,99.4368,99.5005,99.2773,31.3725,99.1982,0.3699,0.323
SARAWAK-KUCHING TOWN-2.6G-24Week 37,SARAWAK,KUCHING TOWN,2.6G,24Week 37,100,98.83581161,98.9174,99.9083,99.5633,1.6936,0.4219,64.4327,99.5334,102.0785,81.8099,37.3333,75.0638,0.4996,0.3068
SARAWAK-SARIKEI-2.6G-24Week 37,SARAWAK,SARIKEI,2.6G,24Week 37,99.9553,99.91494189,99.9299,99.9827,100,0.4521,1.4493,99.7792,96.573,99.8318,99.6365,43.5867,99.0196,0.1829,0.111
SARAWAK-KOTA SENTOSA-2.6G-24Week 37,SARAWAK,KOTA SENTOSA,2.6G,24Week 37,100,99.92272343,99.9367,99.9862,100,0.3707,0,99.5632,99.8737,99.8487,99.4423,4.5455,99.7187,0.1362,0.0596
CENTRAL-PJ-800M-24Week 37,CENTRAL,PJ,800M,24Week 37,99.922,99.01138156,99.2911,99.7255,99.4161,3.5405,0.4654,99.739,100.1774,99.7616,99.4389,101.4137,102.8402,0.5996,0.7734
CENTRAL-SUBANG-800M-24Week 37,CENTRAL,SUBANG,800M,24Week 37,100,98.88266569,99.2162,99.6318,99.4967,3.9539,0.351,99.5516,99.0805,99.6879,99.6527,94.157,97.995,0.6445,0.8532
CENTRAL-PANTAI-800M-24Week 37,CENTRAL,PANTAI,800M,24Week 37,99.9931,99.07042075,99.3176,99.7529,99.4683,3.4899,0.5023,99.4229,99.795,99.6238,99.3567,96.0133,99.9473,0.5299,0.8646
CENTRAL-DAMANSARA-800M-24Week 37,CENTRAL,DAMANSARA,800M,24Week 37,99.9219,97.90902205,98.4269,99.421,99.3631,5.3022,0.6589,99.2374,98.8719,99.3978,99.1995,87.4055,99.21,0.7126,1.3538
CENTRAL-KOTA KEMUNING-800M-24Week 37,CENTRAL,KOTA KEMUNING,800M,24Week 37,100,99.07421545,99.315,99.7305,99.6038,3.2821,0.6672,99.5672,99.8341,99.8496,99.4734,99.7922,98.7048,0.4763,0.678
CENTRAL-SHAH ALAM-800M-24Week 37,CENTRAL,SHAH ALAM,800M,24Week 37,99.9758,98.86689914,99.1832,99.6479,99.6283,3.1182,0.4184,99.6471,99.8433,99.6745,99.5136,98.4933,97.9544,0.5379,0.8242
CENTRAL-SG BULOH-800M-24Week 37,CENTRAL,SG BULOH,800M,24Week 37,99.8829,99.15003551,99.3753,99.7807,99.5377,4.0826,0.5578,99.2898,99.5071,99.4725,99.2875,85.7208,96.8909,0.5012,0.7155
CENTRAL-BATU TIGA-800M-24Week 37,CENTRAL,BATU TIGA,800M,24Week 37,99.9377,98.82761651,99.2808,99.5048,99.3712,4.0619,0.3657,99.5494,99.77,99.6332,99.4059,99.1465,100.7282,0.5416,0.8652
CENTRAL-KOTA DAMANSARA-800M-24Week 37,CENTRAL,KOTA DAMANSARA,800M,24Week 37,99.8767,98.45555754,98.8523,99.5644,99.5363,4.8212,0.8093,99.2554,87.4879,99.3927,99.315,29.4174,97.9124,0.6675,1.02
CENTRAL-PANDAN-800M-24Week 37,CENTRAL,PANDAN,800M,24Week 37,100,98.75517972,99.1323,99.5914,99.4977,4.5552,0.5931,99.3556,99.5066,99.4334,99.3782,110.722,99.3541,0.5844,0.9368
CENTRAL-AMPANG-800M-24Week 37,CENTRAL,AMPANG,800M,24Week 37,99.9902,99.27950209,99.5599,99.7173,99.5722,3.6359,0.4814,99.5675,99.5638,99.7166,99.4312,66.3934,98.2777,0.4219,0.6488
CENTRAL-MERU-800M-24Week 37,CENTRAL,MERU,800M,24Week 37,99.9998,99.22515977,99.497,99.7092,99.6913,3.5709,0.3851,99.6042,99.78,99.6541,99.569,100.4044,99.3835,0.3987,0.6137
CENTRAL-KLANG-800M-24Week 37,CENTRAL,KLANG,800M,24Week 37,99.9671,99.06507371,99.3812,99.6563,99.6297,3.3247,0.4085,99.5716,99.8456,99.7752,99.4345,99.4492,100.4017,0.4438,0.7237
CENTRAL-PORT KLANG-800M-24Week 37,CENTRAL,PORT KLANG,800M,24Week 37,99.9542,99.25082762,99.4563,99.7687,99.6819,3.6246,0.3746,99.5787,86.8582,99.58,99.73,65.0685,99.3046,0.4645,0.4946
CENTRAL-KAPAR-800M-24Week 37,CENTRAL,KAPAR,800M,24Week 37,99.9548,98.92405637,99.1908,99.7006,99.4786,2.7956,0.713,99.5927,99.8314,99.6551,99.3011,99.2882,98.2715,0.5061,0.8355
CENTRAL-ELITE HIGHWAY-800M-24Week 37,CENTRAL,ELITE HIGHWAY,800M,24Week 37,99.9172,98.97345535,99.2202,99.7167,99.4231,2.534,0.476,99.5512,96.2259,96.2604,99.6422,100.4201,99.4355,0.5615,0.7837
CENTRAL-PUCHONG-800M-24Week 37,CENTRAL,PUCHONG,800M,24Week 37,99.9736,98.94267309,99.2921,99.6167,99.5519,4.0209,0.5082,99.4788,87.8538,96.5244,99.4567,48.1821,97.9622,0.5621,0.744
CENTRAL-DENGKIL-800M-24Week 37,CENTRAL,DENGKIL,800M,24Week 37,99.9984,98.68180465,99.1204,99.5289,99.3791,3.6196,0.4702,99.5395,99.7964,99.8185,99.6463,99.4301,98.475,0.5646,1.0225
CENTRAL-SRI KEMBANGAN-800M-24Week 37,CENTRAL,SRI KEMBANGAN,800M,24Week 37,99.9981,98.46987847,99.1049,99.3745,99.4885,4.9683,0.5684,99.4373,99.68,99.5814,99.3824,99.3273,98.5334,0.7441,0.9011
CENTRAL-KINRARA-800M-24Week 37,CENTRAL,KINRARA,800M,24Week 37,99.9984,98.67985268,99.0425,99.6014,99.2986,4.3213,0.6505,99.494,99.7396,99.5069,99.0936,72.8277,100.1958,0.5662,0.9416
CENTRAL-CHERAS-800M-24Week 37,CENTRAL,CHERAS,800M,24Week 37,99.8517,98.96764185,99.2378,99.7047,99.5039,3.2121,0.4874,99.4768,99.3069,99.2941,99.4588,62.4211,98.8331,0.5347,0.7824
CENTRAL-SENTUL-800M-24Week 37,CENTRAL,SENTUL,800M,24Week 37,99.9729,99.07851638,99.3666,99.701,99.4256,3.457,0.4483,99.5156,99.7551,99.6589,99.445,101.5524,98.5432,0.5352,0.7669
CENTRAL-BKT BINTANG-800M-24Week 37,CENTRAL,BKT BINTANG,800M,24Week 37,99.9991,97.42220742,98.1899,99.2181,99.2045,6.4615,0.9137,98.9663,96.135,99.4872,98.9416,35.2365,99.757,0.925,1.6819
CENTRAL-KEPONG-800M-24Week 37,CENTRAL,KEPONG,800M,24Week 37,99.9762,98.53700583,98.9517,99.5571,99.3816,4.3517,0.4078,99.4416,99.8504,99.5478,99.3546,99.2495,98.8735,0.5639,0.9808
CENTRAL-KLANG LAMA-800M-24Week 37,CENTRAL,KLANG LAMA,800M,24Week 37,99.996,99.10167959,99.3625,99.7078,99.501,3.6418,0.422,99.5111,99.6253,99.5852,99.5942,98.0911,97.7743,0.5072,0.8477
CENTRAL-KL-800M-24Week 37,CENTRAL,KL,800M,24Week 37,99.9988,97.44230782,98.1414,99.2789,99.2623,5.3676,0.9205,99.3549,98.9574,99.7086,99.2902,96.9411,99.5348,0.7954,1.4589
CENTRAL-WANGSA MAJU-800M-24Week 37,CENTRAL,WANGSA MAJU,800M,24Week 37,99.9897,98.56896581,99.0773,99.4683,99.4614,3.5909,0.6037,99.424,99.5933,99.5889,99.4386,97.5889,99.5864,0.5568,1.0475
CENTRAL-SELAYANG-800M-24Week 37,CENTRAL,SELAYANG,800M,24Week 37,99.9649,98.79547156,99.2656,99.5182,99.411,4.8245,0.4651,99.4934,99.8284,99.779,99.3915,99.19,98.822,0.4841,0.7135
CENTRAL-PUTRAJAYA-800M-24Week 37,CENTRAL,PUTRAJAYA,800M,24Week 37,99.9236,98.3133539,98.7425,99.5277,99.3298,4.6138,0.6221,99.4864,99.7358,100.1248,99.4041,100.3133,98.025,0.4474,1.0892
CENTRAL-PUNCAK ALAM-800M-24Week 37,CENTRAL,PUNCAK ALAM,800M,24Week 37,99.8614,98.75965326,99.132,99.6844,99.6828,2.8049,0.6884,98.2047,99.8797,98.2846,98.2076,98.526,97.5454,0.4877,0.9051
CENTRAL-SERDANG-800M-24Week 37,CENTRAL,SERDANG,800M,24Week 37,99.8752,98.97056128,99.2739,99.6763,99.2613,3.811,0.4333,99.5478,99.6629,99.6415,99.6118,96.8029,98.3122,0.4459,0.6594
CENTRAL-KAJANG-800M-24Week 37,CENTRAL,KAJANG,800M,24Week 37,99.8736,99.20726801,99.4554,99.7347,99.5147,3.86,0.3481,99.358,99.6542,99.6469,99.3907,99.9247,98.4498,0.4192,0.6426
CENTRAL-HIGHWAY (SOUTH)-800M-24Week 37,CENTRAL,HIGHWAY (SOUTH),800M,24Week 37,99.9909,98.77132676,99.1696,99.5738,99.451,2.5462,0.3786,99.4116,99.8576,99.4745,99.472,98.0454,98.1327,0.4579,0.7806
CENTRAL-JENJARUM-800M-24Week 37,CENTRAL,JENJARUM,800M,24Week 37,99.8602,98.93638287,99.1732,99.7344,99.6518,2.9384,0.8031,99.6903,99.8698,99.5312,99.1578,98.9255,100.9102,0.4541,0.6501
CENTRAL-IJUK-800M-24Week 37,CENTRAL,IJUK,800M,24Week 37,99.991,99.35975732,99.5144,99.8242,99.755,1.5568,0.6463,98.9924,99.7026,98.9734,99.4011,99.2947,98.8568,0.343,0.6133
CENTRAL-HIGHWAY (NORTH)-800M-24Week 37,CENTRAL,HIGHWAY (NORTH),800M,24Week 37,99.75,99.05117963,99.264,99.7644,99.6491,2.7661,0.5678,98.9705,99.8798,99.2298,99.3861,98.2575,98.1406,0.5087,0.6597
CENTRAL-RAWANG-800M-24Week 37,CENTRAL,RAWANG,800M,24Week 37,98.3099,99.34215402,99.5112,99.8116,99.6973,1.7048,0.7865,99.3164,99.4876,99.5693,99.3285,99.3696,99.5193,0.3999,0.6167
CENTRAL-SABAK BERNAM-800M-24Week 37,CENTRAL,SABAK BERNAM,800M,24Week 37,99.8528,99.20690729,99.395,99.791,99.7963,1.7483,0.8529,99.6447,99.8079,99.6349,99.2834,60.0683,98.1935,0.3361,0.4846
CENTRAL-KUALA SELANGOR-800M-24Week 37,CENTRAL,KUALA SELANGOR,800M,24Week 37,99.9786,99.43459185,99.5896,99.8244,99.678,1.2347,0.4367,99.4901,99.6898,99.3662,99.7369,99.0822,98.0462,0.3236,0.5884
CENTRAL-BATANG BERJUNTAI-800M-24Week 37,CENTRAL,BATANG BERJUNTAI,800M,24Week 37,99.9305,99.35239327,99.5439,99.7889,99.695,1.773,0.757,99.6009,99.9499,99.128,99.3838,99.2378,99.3755,0.417,0.5731
CENTRAL-LABU-800M-24Week 37,CENTRAL,LABU,800M,24Week 37,99.9834,98.99423499,99.284,99.6703,99.6365,2.6091,0.5404,99.3955,99.7258,99.5084,99.2541,100.4319,98.03,0.4237,0.6975
CENTRAL-BANTING-800M-24Week 37,CENTRAL,BANTING,800M,24Week 37,99.9708,98.90032271,99.1482,99.7159,99.8079,1.8933,0.7245,99.517,99.8084,99.3118,99.2151,98.6093,96.4112,0.4838,0.863
CENTRAL-BATANG KALI-800M-24Week 37,CENTRAL,BATANG KALI,800M,24Week 37,99.9051,98.98165202,99.2163,99.7432,99.6949,2.3198,0.9312,99.3249,99.7866,99.3449,99.2182,76.2821,96.5889,0.3121,0.6455
CENTRAL-KARAK HIGHWAY-800M-24Week 37,CENTRAL,KARAK HIGHWAY,800M,24Week 37,99.9661,99.13904507,99.3661,99.7533,99.8315,3.2342,0.8011,99.5183,99.8739,99.604,99.4072,99.5722,98.3023,0.4824,0.7356
CENTRAL-KLIA-800M-24Week 37,CENTRAL,KLIA,800M,24Week 37,99.9725,98.95906008,99.2533,99.6771,99.693,2.3046,0.4162,99.4182,99.6779,99.5305,99.3595,100.0359,99.0114,0.4918,0.8205
CENTRAL-HULU LANGAT-800M-24Week 37,CENTRAL,HULU LANGAT,800M,24Week 37,99.9957,99.3609989,99.5279,99.8191,99.9673,1.7495,0.4652,99.5693,99.5269,99.5406,99.5303,94.4304,97.8809,0.3616,0.7223
CENTRAL-SEMENYIH-800M-24Week 37,CENTRAL,SEMENYIH,800M,24Week 37,99.898,99.17153138,99.3688,99.7962,99.7077,2.263,0.6375,98.7488,99.836,98.858,99.4788,98.9325,98.0661,0.4643,0.6679
CENTRAL-TAMPIN TOWN-800M-24Week 37,CENTRAL,TAMPIN TOWN,800M,24Week 37,100,99.65681172,99.7926,99.8494,99.5231,2.1994,0.2826,99.4787,99.7808,99.4569,99.5962,85.7143,99.7436,0.302,0.4439
CENTRAL-SENAWANG-800M-24Week 37,CENTRAL,SENAWANG,800M,24Week 37,99.967,99.29642584,99.488,99.7793,99.5795,2.8217,0.3944,99.2275,99.7049,99.3937,99.4607,97.2653,98.3641,0.4111,0.5994
CENTRAL-SEREMBAN-800M-24Week 37,CENTRAL,SEREMBAN,800M,24Week 37,99.9978,99.21145149,99.4353,99.7503,99.6914,2.525,0.4306,99.4483,99.5901,99.4343,99.6287,98.4785,98.3084,0.4208,0.637
CENTRAL-BATANG BENAR-800M-24Week 37,CENTRAL,BATANG BENAR,800M,24Week 37,99.8533,98.83961899,99.0732,99.7393,99.5055,2.4909,0.836,99.2724,99.001,99.0847,97.7401,97.1984,100.0476,0.4214,0.5967
CENTRAL-KUALA PILAH-800M-24Week 37,CENTRAL,KUALA PILAH,800M,24Week 37,99.9735,98.2092233,98.5683,99.5699,99.8012,3.5889,0.8571,99.3077,99.7653,99.2188,99.4119,53.8462,97.7486,0.3198,1.0786
CENTRAL-KLAWANG-800M-24Week 37,CENTRAL,KLAWANG,800M,24Week 37,99.9866,97.46825019,98.2166,99.1495,99.7528,4.2618,2.0608,99.0837,99.9678,99.0415,99.049,91.6667,95.1968,0.3136,1.1875
CENTRAL-BAHAU-800M-24Week 37,CENTRAL,BAHAU,800M,24Week 37,99.9841,98.62816805,99.0453,99.531,99.6557,2.5817,0.4421,98.9972,99.7991,99.0952,99.6368,96.9193,94.0219,0.3368,0.8153
CENTRAL-GEMAS-800M-24Week 37,CENTRAL,GEMAS,800M,24Week 37,99.9776,98.77059584,99.0649,99.6602,99.8091,2.5042,0.6816,99.0796,99.3843,99.1275,99.1272,96.2625,95.0896,0.3356,0.6661
CENTRAL-RANTAU-800M-24Week 37,CENTRAL,RANTAU,800M,24Week 37,99.9945,99.00648672,99.254,99.7162,99.7382,2.3602,0.7387,99.836,99.5786,100.885,98.5664,95.0722,92.8412,0.3737,0.6659
CENTRAL-PORT DICKSON-800M-24Week 37,CENTRAL,PORT DICKSON,800M,24Week 37,99.9844,99.04082355,99.3302,99.6905,99.8226,2.1377,0.5224,99.0583,99.7039,99.5609,99.2115,96.2389,98.7517,0.3732,0.6733
